iter	RMSE
0	0.1548781406
1	0.1496179131
2	0.1444813465
3	0.1396673479
4	0.1348863231
5	0.1302855848
6	0.1259668428
7	0.1214785943
8	0.1175461596
9	0.1136878508
10	0.1102827087
11	0.1066450261
12	0.1032184867
13	0.09972780477
14	0.09663489776
15	0.09357570376
16	0.09076290027
17	0.08819156498
18	0.08571683774
19	0.08325347482
20	0.08088543667
21	0.07826556351
22	0.07600774065
23	0.07384427925
24	0.07187571751
25	0.06991387382
26	0.06796588004
27	0.06620590139
28	0.06439457618
29	0.06270385619
30	0.06109978671
31	0.05965993409
32	0.05835525176
33	0.05710084061
34	0.05593347744
35	0.05472113396
36	0.05358403577
37	0.05238088138
38	0.05136667499
39	0.05029196278
40	0.04938605787
41	0.04860223865
42	0.04761934355
43	0.04681643938
44	0.0460808546
45	0.04539012921
46	0.04466788327
47	0.04393618067
48	0.04329894682
49	0.04273959868
50	0.04208263688
51	0.04158958447
52	0.04101900885
53	0.04052172163
54	0.04008308293
55	0.03970698991
56	0.03935706606
57	0.03888311261
58	0.0385416564
59	0.0381846283
60	0.0378752543
61	0.03747298393
62	0.03719555631
63	0.03687616235
64	0.03660884015
65	0.03636520634
66	0.03612130034
67	0.03590745541
68	0.03573448205
69	0.035514098
70	0.03527782755
71	0.0351316774
72	0.03494383283
73	0.03479413819
74	0.0346276949
75	0.03440924537
76	0.03423351336
77	0.03406304363
78	0.03390293225
79	0.03375542861
80	0.03363144238
81	0.03346071907
82	0.03331571869
83	0.03319277412
84	0.03310145956
85	0.03302041409
86	0.03289337609
87	0.03279848849
88	0.03271615601
89	0.03260906921
90	0.03252051741
91	0.03247081693
92	0.03234099395
93	0.03224412215
94	0.03215244895
95	0.03209311448
96	0.03202264741
97	0.03191520263
98	0.03181442871
99	0.0317172343
100	0.03162284645
101	0.03151844449
102	0.03142840716
103	0.03134813684
104	0.03129227271
105	0.03123509244
106	0.03116753682
107	0.03110186875
108	0.0310565975
109	0.03098880174
110	0.03092754516
111	0.03085869536
112	0.03079368343
113	0.03072841818
114	0.03066224011
115	0.03060077949
116	0.03056258938
117	0.03050065474
118	0.0304259112
119	0.03035688519
120	0.03029431674
121	0.03023234441
122	0.03018391842
123	0.03014490639
124	0.03008959677
125	0.03005890937
126	0.03001878381
127	0.0299680402
128	0.02993389828
129	0.02988691332
130	0.02983467775
131	0.02978761348
132	0.0297450181
133	0.02970125545
134	0.02966418958
135	0.02963552983
136	0.02957347022
137	0.02952865079
138	0.0294998693
139	0.02945059549
140	0.02940190992
141	0.02934647013
142	0.02929533863
143	0.02926866355
144	0.0292116705
145	0.02916826567
146	0.02912853462
147	0.02908943378
148	0.02905155065
149	0.02900090744
150	0.02898129386
151	0.02894129679
152	0.02893189703
153	0.02888494065
154	0.02886218494
155	0.02882711359
156	0.02877045771
157	0.02875035117
158	0.02871766114
159	0.02870133678
160	0.02868214933
161	0.02861722456
162	0.02856462617
163	0.02849956982
164	0.02846068645
165	0.02841418671
166	0.02837892387
167	0.02831987064
168	0.02828716688
169	0.02825387806
170	0.02819334809
171	0.02816737756
172	0.02812938692
173	0.02808688261
174	0.02804785371
175	0.02801535677
176	0.0279681603
177	0.02792424475
178	0.02790182645
179	0.02784550916
180	0.02782027329
181	0.02775001249
182	0.02772930401
183	0.02768961608
184	0.02764874832
185	0.02760172195
186	0.02755076083
187	0.02750278308
188	0.02744939729
189	0.02743488299
190	0.02740412113
191	0.02735788536
192	0.0273140981
193	0.02726960638
194	0.02723419608
195	0.0271960948
196	0.02717845012
197	0.02716359224
198	0.02713926378
199	0.02710345747
200	0.02704608449
201	0.02702002349
202	0.02699055015
203	0.02692940698
204	0.02689092358
205	0.02685461624
206	0.02683426602
207	0.02679007327
208	0.02674383472
209	0.02669607524
210	0.02666420986
211	0.02662525168
212	0.02655393397
213	0.02651088176
214	0.02645228127
215	0.02640935719
216	0.02638656904
217	0.02636509355
218	0.02631482479
219	0.02628178816
220	0.02626672992
221	0.02622797615
222	0.0262143019
223	0.02616709619
224	0.02614335585
225	0.02610706681
226	0.02606925442
227	0.02602907438
228	0.02597730696
229	0.02594510331
230	0.02590999645
231	0.02585143284
232	0.02582118488
233	0.02575826197
234	0.02571472425
235	0.02566479922
236	0.02563033486
237	0.02559908409
238	0.0255747824
239	0.02554143121
240	0.02552991534
241	0.02550632993
242	0.02547094232
243	0.02539508414
244	0.0253738545
245	0.02531100137
246	0.02527985153
247	0.02525791495
248	0.02524880394
249	0.02521422596
250	0.02519000364
251	0.02516934733
252	0.02512549876
253	0.02510184334
254	0.02507181999
255	0.02502711314
256	0.02497260655
257	0.02495578175
258	0.02489440161
259	0.02483831774
260	0.02481964541
261	0.02480332025
262	0.0247708031
263	0.02473308801
264	0.0247023843
265	0.02468979421
266	0.02463945126
267	0.02463155406
268	0.02460477782
269	0.02457426656
270	0.0245382087
271	0.02453051725
272	0.02451565195
273	0.0244687234
274	0.0244298939
275	0.02438575316
276	0.02437752574
277	0.02434810803
278	0.02430687905
279	0.02428416847
280	0.02426407025
281	0.02420304105
282	0.02419561429
283	0.02416614655
284	0.02411976705
285	0.02409467337
286	0.02406712104
287	0.02401476071
288	0.02398497442
289	0.02394259964
290	0.02392935214
291	0.02391394158
292	0.02388102708
293	0.02386665967
294	0.0238343263
295	0.02382731194
296	0.02379364933
297	0.02373990214
298	0.02373309266
299	0.02371168588
300	0.02366389981
301	0.02364567655
302	0.02362319591
303	0.02357246975
304	0.02355825954
305	0.02353049097
306	0.0235015388
307	0.02346043405
308	0.02343085337
309	0.0233945985
310	0.0233478585
311	0.023308651
312	0.02326485074
313	0.02323776336
314	0.02321329134
315	0.02317281006
316	0.02312616037
317	0.0231131899
318	0.02309879462
319	0.02306205228
320	0.02303283217
321	0.02299330299
322	0.02296321351
323	0.02294228211
324	0.02290082191
325	0.02285330487
326	0.02283383526
327	0.02280022473
328	0.02277886577
329	0.02273190957
330	0.02271062277
331	0.02270196941
332	0.02268099248
333	0.02265348301
334	0.02262979801
335	0.02260872594
336	0.02256237634
337	0.02253563405
338	0.02252590208
339	0.02248850671
340	0.02246428483
341	0.02241736087
342	0.02239769546
343	0.02238110024
344	0.02235133364
345	0.02232898334
346	0.02230690304
347	0.02229391703
348	0.02227259497
349	0.02226306339
350	0.02223351068
351	0.0222096396
352	0.02218845124
353	0.0221585462
354	0.02212408807
355	0.02207862272
356	0.02203667894
357	0.02202877926
358	0.02199448214
359	0.0219606744
360	0.02192740351
361	0.02189311299
362	0.02186653649
363	0.02184555777
364	0.02184246664
365	0.02183096749
366	0.02181415811
367	0.02180524182
368	0.02177938889
369	0.02176479677
370	0.0217305441
371	0.02169273354
372	0.02166268311
373	0.02163300795
374	0.02161098232
375	0.02159427186
376	0.02157167524
377	0.02156469257
378	0.02154835958
379	0.02151865911
380	0.02148393345
381	0.02145715667
382	0.02143429673
383	0.02139477731
384	0.02136996013
385	0.02134632238
386	0.02133685347
387	0.02130508827
388	0.021266261
389	0.02123852207
390	0.02121969754
391	0.02119551443
392	0.02117181976
393	0.02116161167
394	0.02113678696
395	0.02110734357
396	0.02107390123
397	0.02104298274
398	0.02100671442
399	0.02096522394
400	0.02095652842
401	0.02092654703
402	0.02091573252
403	0.02088701041
404	0.02086300323
405	0.02083131535
406	0.02081238285
407	0.02079232791
408	0.0207543474
409	0.02073168844
410	0.0207075646
411	0.02067251698
412	0.02065729434
413	0.02061039364
414	0.02058632562
415	0.02055954566
416	0.02051801064
417	0.02049610241
418	0.02049013673
419	0.0204738781
420	0.02043769345
421	0.02043062011
422	0.02041560677
423	0.02040275313
424	0.02036376981
425	0.02034043266
426	0.02029984019
427	0.02026146607
428	0.0202261215
429	0.0202159207
430	0.0201977132
431	0.02018093094
432	0.02015303395
433	0.02014537489
434	0.0201243186
435	0.02009670393
436	0.02004742864
437	0.02003142994
438	0.02001878737
439	0.0199925515
440	0.01997209856
441	0.01996211835
442	0.0199360964
443	0.01992294833
444	0.01991188649
445	0.01989933625
446	0.0198900263
447	0.01988214303
448	0.01987075576
449	0.01985611666
450	0.01983155698
451	0.01978950261
452	0.01977161553
453	0.01974810606
454	0.01972970809
455	0.01970765067
456	0.01968295205
457	0.01965335233
458	0.01963237621
459	0.01960493833
460	0.01957450344
461	0.01953801899
462	0.01952313794
463	0.01948824469
464	0.01945977433
465	0.01944854356
466	0.01943004277
467	0.01942118597
468	0.01940394361
469	0.01937896017
470	0.01936960871
471	0.01933885105
472	0.01931624708
473	0.0193112081
474	0.01929707997
475	0.01927291111
476	0.01925788991
477	0.01922934955
478	0.01919252992
479	0.01916727653
480	0.0191496608
481	0.01913469968
482	0.01911470893
483	0.01908670532
484	0.0190696842
485	0.01905657301
486	0.01904743155
487	0.01901711816
488	0.01898761707
489	0.01897973075
490	0.01895846664
491	0.01891963415
492	0.01889801253
493	0.01886957024
494	0.01886656176
495	0.01885156837
496	0.01881852087
497	0.01880102621
498	0.01877526476
499	0.01876905402
500	0.01874603054
501	0.01872981894
502	0.01871522067
503	0.01870053878
504	0.01867718422
505	0.01867092551
506	0.01864075865
507	0.01861681845
508	0.01858632694
509	0.01855806798
510	0.01853860963
511	0.01852740559
512	0.0185050606
513	0.01848590417
514	0.01847242649
515	0.0184439195
516	0.01842418345
517	0.01841192906
518	0.01836836022
519	0.01834595168
520	0.01832723545
521	0.01831444957
522	0.01828448709
523	0.01826687663
524	0.01825737129
525	0.01823616553
526	0.01821830336
527	0.01819283128
528	0.01816419638
529	0.01813729891
530	0.01810092197
531	0.01808349528
532	0.01807344785
533	0.01805653146
534	0.01803121372
535	0.01802582925
536	0.01799947664
537	0.0179782082
538	0.01794189403
539	0.0179346013
540	0.01792382178
541	0.01790782958
542	0.01787860558
543	0.01785592013
544	0.01783812531
545	0.01781189513
546	0.0177965082
547	0.01777509438
548	0.01776103957
549	0.01773621276
550	0.01772201154
551	0.01770089265
552	0.01766883734
553	0.01764039282
554	0.01761759609
555	0.01760155376
556	0.01758698792
557	0.01754695385
558	0.01753544255
559	0.01752734406
560	0.01752151985
561	0.01750675532
562	0.01747550254
563	0.01746310887
564	0.01744412207
565	0.01742681545
566	0.01741122718
567	0.01739716619
568	0.01737512539
569	0.01735482882
570	0.01734498117
571	0.01732590382
572	0.01730785733
573	0.01729790726
574	0.01728613662
575	0.01727548901
576	0.01726641058
577	0.01723971549
578	0.01723073857
579	0.01719690355
580	0.0171888477
581	0.01717549514
582	0.01715461909
583	0.01713531765
584	0.01710732652
585	0.01707573338
586	0.01704884214
587	0.01703897161
588	0.01701167106
589	0.01700307141
590	0.01698308172
591	0.0169649395
592	0.01694496191
593	0.01693437982
594	0.01691497796
595	0.01688505756
596	0.0168656986
597	0.01685495785
598	0.01682884536
599	0.01681781082
600	0.01680566749
601	0.01679377114
602	0.01677173024
603	0.01674934791
604	0.01672427051
605	0.01671486421
606	0.01668872768
607	0.01666718834
608	0.01665633903
609	0.01662693885
610	0.01660514039
611	0.01658077688
612	0.01656853583
613	0.01655700401
614	0.01654507191
615	0.01652129839
616	0.01649748727
617	0.0164888377
618	0.0164786287
619	0.01645001422
620	0.0164263702
621	0.01640581767
622	0.01639056437
623	0.01638591633
624	0.01636025302
625	0.01634955524
626	0.01633814197
627	0.01632012414
628	0.01631205454
629	0.01627995525
630	0.01627250315
631	0.01625024011
632	0.01624387671
633	0.01622369697
634	0.01620167108
635	0.01617460107
636	0.01614978684
637	0.01613219699
638	0.01611137226
639	0.01608340116
640	0.01606805697
641	0.01605072636
642	0.01602328831
643	0.01599784847
644	0.01597972205
645	0.01595464613
646	0.01594217912
647	0.0159184894
648	0.01591270818
649	0.0158863525
650	0.01586393598
651	0.01584469918
652	0.01582266375
653	0.01581827405
654	0.01580738881
655	0.01578202666
656	0.01576670739
657	0.01574808727
658	0.01573774173
659	0.01572546455
660	0.01571211128
661	0.0156863968
662	0.01568292883
663	0.0156625769
664	0.01563968422
665	0.01563321511
666	0.01561968056
667	0.01560064933
668	0.01558049401
669	0.01555538793
670	0.01553570326
671	0.0155149508
672	0.01551319984
673	0.01548821339
674	0.01546558139
675	0.01545244155
676	0.01543290357
677	0.01541574848
678	0.01538802438
679	0.01538243841
680	0.01537405832
681	0.01535469384
682	0.01533236202
683	0.01531335246
684	0.01529337147
685	0.01526869565
686	0.01525710375
687	0.01524512703
688	0.01523119642
689	0.01520723739
690	0.01520163012
691	0.01518502806
692	0.01516448726
693	0.01514470116
694	0.01512353468
695	0.0151045185
696	0.01509214586
697	0.01507869454
698	0.01507370821
699	0.01505616246
700	0.01504008916
701	0.01501694587
